video_id,view_count,like_count,comment_count,duration_seconds,Year,Month,Day,Weekday,Time,Cleaned_Title,Duration_Category
gMAHXrty6wI,191710,4495,92,911.0,2022,1,25,Tuesday,11:30:18,Charts in Excel Excel Tutorials for Beginners,Medium
BIUFr9srS78,23539,867,361,2944.0,2022,1,18,Tuesday,11:30:02,How I became a Data Analytics Manager Alex The Analyst Show Episode 20,Long
_eZRkmRfVTM,266874,5356,130,1259.0,2022,1,11,Tuesday,11:30:08,Conditional Formatting in Excel Excel Tutorials for Beginners,Long
s3JmRxs53W4,3500,159,7,5138.0,2022,1,10,Monday,14:59:31,150k Subscriber Livestream,Long
yDG5KiiOZcQ,498483,21892,629,780.0,2022,1,4,Tuesday,11:30:11,How To Become A Data Analyst In 2022,Medium
Z7hPEwCzk2s,321156,6421,252,1127.0,2021,12,28,Tuesday,11:30:06,XLOOKUP in Excel Excel Tutorials for Beginners,Medium
XRPyj7cKVsQ,524135,10586,524,2034.0,2021,12,21,Tuesday,11:30:07,Formulas in Excel Excel Tutorials for Beginners,Long
lH7HfwUFnYA,1043234,20457,474,1055.0,2021,12,14,Tuesday,11:30:07,Pivot Tables in Excel Excel Tutorials for Beginners,Medium
zOR0-nygfDE,353584,6726,516,2658.0,2021,12,7,Tuesday,11:30:11,Full Beginner Project in Tableau Tableau Tutorials for Beginners,Long
A4SVUF-fTwc,179290,4537,75,869.0,2021,11,23,Tuesday,11:30:02,How to use Joins in Tableau Tableau Tutorials for Beginners,Medium
FnTunxd8tAM,18462,955,71,421.0,2021,11,18,Thursday,11:30:08,Top 5 Major Red Flags in Job Descriptions,Medium
-_z_aphWSEo,11707,914,108,198.0,2021,11,8,Monday,11:30:01,Truth About My Job Song As a Data Analyst,Short
pL0jEjeM5hI,11456,343,34,1220.0,2021,10,26,Tuesday,10:00:23,How to Grow Your Analytics Career Alteryx Webinar Oct 2021 Tips to Break Into Analytics,Long
eg_5EAUXs5o,20811,989,77,521.0,2021,10,19,Tuesday,10:00:16,Choosing a Domain to Make More Money,Medium
ebjDwX8sUMk,220977,4782,221,845.0,2021,10,5,Tuesday,11:30:14,How to Create Visualizations in Tableau Tableau Tutorials for Beginners,Medium
f6qxxtWkaUg,286050,5864,104,385.0,2021,9,28,Tuesday,11:30:07,How to use Calculated Fields and Bins in Tableau Tableau Tutorials for Beginners,Medium
6xv1KvCMF1Q,915747,20066,453,1024.0,2021,9,21,Tuesday,11:30:01,How to Install Tableau and Create First Visualization Tableau Tutorials for Beginners,Medium
465x3JmMJYU,17523,710,114,291.0,2021,9,7,Tuesday,11:30:01,How NOT to Become a Data Analyst Funny,Short
Ns1ZpTxQnUE,2686,238,96,396.0,2021,8,31,Tuesday,11:30:04,100k Subscriber Play Button Unboxing,Medium
HiOtQMcI5wg,315976,6902,712,2834.0,2021,8,24,Tuesday,11:30:01,Amazon Web Scraping Using Python Data Analyst Portfolio Project,Long
CUa30M_FPhk,100292,2647,157,1389.0,2021,8,17,Tuesday,11:30:01,Interviewing with PwC for a Senior Data Analyst Position,Long
DKrSgSy6F1o,4751,191,26,3728.0,2021,8,13,Friday,14:38:59,100k Livestream Announcing Giveaway Winners Trimming Mustache Answering Questions,Long
_zxPx1PQCqI,143361,4393,481,959.0,2021,8,11,Wednesday,11:30:05,I Am No Longer a Data Analyst Turning Down PwC New Job,Medium
UGF49YZZRNc,92682,4815,245,251.0,2021,7,21,Wednesday,11:30:04,When To Start Applying To Your First Data Analyst Job,Short
aLp-6C-p-T0,130992,5621,362,211.0,2021,7,13,Tuesday,11:30:00,Why You Need to Stop Taking Courses From an ExCourse Addict,Short
ocdwh0KYeUs,771493,16809,842,2129.0,2021,6,29,Tuesday,11:30:13,How to Create a Portfolio Website for FREE,Long
iPYVYBtUTyE,204911,3501,529,3645.0,2021,6,22,Tuesday,11:30:05,Data Analyst Portfolio Project Correlation in Python Project 44,Long
dMHWOhgzUhU,496050,21125,611,457.0,2021,6,8,Tuesday,11:30:12,How To Get a Data Analyst Job with No Experience,Medium
A-LkxegXFX8,6453,245,108,1585.0,2021,6,3,Thursday,11:30:01,My Wife Answers Subscribers Questions About Me Alex The Analyst Show Episode 19,Long
RJw-GSXXguA,34424,887,86,623.0,2021,6,1,Tuesday,11:30:03,Favorite Tableau and Power BI Courses on Udemy,Medium
8rO7ztF4NtU,460761,8502,888,3284.0,2021,5,25,Tuesday,11:30:01,Data Analyst Portfolio Project Data Cleaning in SQL Project 34,Long
QILNlRvJlfQ,417883,6438,471,3137.0,2021,5,18,Tuesday,11:30:04,Data Analyst Portfolio Project Tableau Visualization Project 24,Long
SVv0WwPzaUg,3782,195,55,757.0,2021,5,11,Tuesday,11:00:08,Asking My Family What I Do For a Living,Medium
qfyynHBFOsM,2214235,37563,4398,4629.0,2021,5,4,Tuesday,11:00:31,Data Analyst Portfolio Project SQL Data Exploration Project 14,Long
m1KcNV-Zhmc,439119,9276,245,517.0,2021,4,20,Tuesday,11:00:32,Advanced SQL Tutorial Subqueries,Medium
IZRe0nwkuXc,22462,819,141,1145.0,2021,4,15,Thursday,11:00:06,Data Analyst QA 6 Why Am I Not a Data Scientist,Medium
9RRQtNnq3s0,377565,12576,634,358.0,2021,4,13,Tuesday,11:00:04,Google vs IBM Data Analytics Certificates Which is Better,Medium
qewHAdfzLOw,28491,964,85,748.0,2021,4,6,Tuesday,11:00:12,Data Analyst Reacts How to Go From Data Analyst to Data Scientist,Medium
bHssBHfHWmU,204155,4293,332,930.0,2021,3,30,Tuesday,11:00:18,Laptops for Data Analysts Specifications Recommendations,Medium
A4OVjWeVb10,63663,1870,83,399.0,2021,3,23,Tuesday,11:00:02,Best Machine Learning Courses on Coursera,Medium
SIseim20_Dc,16516,485,118,1687.0,2021,3,18,Thursday,11:00:08,Will Data Analysts Be Automated Alex The Analyst Episode 18,Long
NrBJmtD0kEw,502129,8516,204,375.0,2021,3,16,Tuesday,11:00:07,Advanced SQL Tutorial Stored Procedures Use Cases,Medium
wnapnTAMj68,371966,11213,1165,874.0,2021,3,12,Friday,12:00:17,Google Data Analytics Professional Certificate Its Finally Here,Medium
duMcYRtQITA,51820,2357,314,464.0,2021,3,4,Thursday,12:15:01,Google Data Analytics Certificate Coming Out Soon,Medium
QG1fo7LFesA,25147,588,77,2436.0,2021,3,2,Tuesday,12:00:08,Reviewing Your Data Analyst Resumes Part 2,Long
pYRG5X7110M,128810,3123,93,372.0,2021,2,25,Thursday,12:00:13,Best Course to Learn Statistics for Data Analysis,Medium
NViKsiGP4TY,25758,432,46,1040.0,2021,2,23,Tuesday,12:00:19,DataQuest Review Is it Worth it,Medium
1gdKC5O0Pwc,240579,5256,419,711.0,2021,2,16,Tuesday,12:00:00,R vs Python Which is Better for Data Analysis,Medium
GQj6_6V_jVA,191381,4641,156,829.0,2021,2,4,Thursday,12:00:04,Advanced SQL Tutorial String Functions Use Cases,Medium
RF0LE3hYFrI,277054,5936,148,619.0,2021,2,2,Tuesday,12:00:13,Advanced SQL Tutorial Temp Tables,Medium
8o-O6pR6yAE,5333,173,22,4910.0,2021,1,30,Saturday,15:33:41,IBM Data Analyst Certificate Study Session,Long
eFDbE5Yunj0,135753,3314,308,446.0,2021,1,26,Tuesday,12:00:22,IBM Data Analyst Professional Certificate by Coursera Is it Worth it,Medium
D9bNctNnAig,210676,4259,274,975.0,2021,1,21,Thursday,12:00:03,DataCamp Review Is it Worth it,Medium
VsztBAEtC7c,56522,1386,119,518.0,2021,1,19,Tuesday,12:00:09,Best Python Course for Data Analysts,Medium
T3KMZoXrVTQ,35021,1410,172,351.0,2021,1,12,Tuesday,12:00:07,Top 5 Data Analyst Skills,Medium
tJaDicmRW7s,15550,500,146,1665.0,2021,1,7,Thursday,12:00:28,Best Industries for Data Analysts in 2021 Alex The Analyst Show Episode 17,Long
hfRcaRw_atI,106820,2632,73,328.0,2021,1,5,Tuesday,12:00:10,Top 5 Data Analyst Interview Mistakes,Medium
aPDOGxrONy0,1585,140,101,217.0,2020,12,31,Thursday,12:00:01,2020 Year End Review Upcoming Giveaway Details,Short
w25ZjL0OqT4,42366,1212,137,3086.0,2020,12,24,Thursday,12:00:19,Data Analyst Resume Everything You Need to Know Alex The Analyst Show Episode 16,Long
EWPeAXrF3zg,12183,252,33,1286.0,2020,12,22,Tuesday,12:00:04,Solving Medium Level SQL LeetCode Questions Part 23,Long
ru0Xdvxd37Q,47500,1559,209,1600.0,2020,12,17,Thursday,12:00:12,Entry vs Mid vs Senior Level Data Analyst Alex The Analyst Show Episode 15,Long
BAVPAYWAoC4,87267,2830,147,399.0,2020,12,15,Tuesday,12:00:08,Data Engineer vs Data Analyst Which Is Right For You,Medium
whgwEwA5SHU,3159,98,55,1571.0,2020,12,10,Thursday,12:00:30,How to Find Out Your Coworkers Salary Alex The Analyst Show Episode 14,Long
K1WeoKxLZ5o,410551,6373,197,224.0,2020,12,8,Tuesday,12:00:05,Advanced SQL Tutorial CTE Common Table Expression,Short
0HRgbb1PcDQ,23332,739,190,1628.0,2020,12,3,Thursday,12:00:00,Data Analyst Salary Expectations Bonuses 401K ESPP Alex The Analyst Show Episode 13,Long
D6XNlTfglW4,312504,6949,204,254.0,2020,12,1,Tuesday,12:04:43,Intermediate SQL Tutorial Partition By,Short
MQ5UUNjWgug,4915,131,18,5371.0,2020,11,28,Saturday,17:07:30,Data Analyst QA LIVE 5 AMA,Long
JikLVP9DkPs,24917,886,162,1603.0,2020,11,25,Wednesday,11:00:05,Completely REALISTIC Jobs on LinkedIn Alex The Analyst Show Episode 12,Long
yzqpYs7dIqY,14710,572,207,1329.0,2020,11,19,Thursday,15:00:26,Completely Unrealistic Jobs on LinkedIn Alex The Analyst Show Episode 11,Long
7uH7_DThtX0,353727,12359,253,410.0,2020,11,17,Tuesday,14:11:52,Top 3 Tips on Using LinkedIn to Land a Job,Medium
GGLF2jLo8J4,3942,122,81,1355.0,2020,11,12,Thursday,12:34:08,What is No Code Analytics Alex The Analyst Show Episode 10,Long
BGBXnNvWdQ4,27862,709,66,1633.0,2020,11,10,Tuesday,15:02:50,Solving LeetCode SQL Interview Questions Part 13,Long
PurMLMKNX0I,14004,396,118,3236.0,2020,11,5,Thursday,15:43:17,What is Analytics Consulting With John Ariansen Alex The Analyst Show Episode 9,Long
pvxNYyJuiqA,78062,3607,269,286.0,2020,11,3,Tuesday,15:13:12,Data Analyst Skills Path What Skills You NEED to Know,Short
rZpfNh28nFI,3572,104,25,4151.0,2020,10,30,Friday,15:13:53,Data Analyst QA LIVE 4,Long
brxnKIy6Cek,14556,565,223,1775.0,2020,10,27,Tuesday,16:06:53,Asking My Wife Your Questions About Me Alex The Analyst Show Episode 8,Long
ySq0cgkZiX4,198881,5220,304,657.0,2020,10,22,Thursday,15:14:21,Top 10 Udemy Courses for Data Analysts,Medium
aJ9Q10v8Nrc,180324,6206,986,1997.0,2020,10,20,Tuesday,14:08:32,Data Analyst Certifications Are They Worth It Alex The Analyst Show Episode 7,Long
C2ik_qR5GOU,4885,182,74,1762.0,2020,10,15,Thursday,15:33:32,Working at a Startup vs Fortune 500 Company Alex The Analyst Show Episode 6,Long
mLUzFXPPa4I,116284,4937,288,633.0,2020,10,13,Tuesday,14:40:18,Top 10 Coursera Courses for Data Analysts,Medium
XmFhpoS6Etk,7648,376,176,1556.0,2020,10,8,Thursday,14:26:27,Imposter Syndrome in Tech Alex The Analyst Show Episode 5,Long
1xT68oeQTd0,76003,2796,187,236.0,2020,10,6,Tuesday,14:52:33,Data Analyst Expectations vs Reality,Short
eTsHJoMmhYQ,7406,254,161,1566.0,2020,10,1,Thursday,13:53:17,Covid and the Data Analyst Job Market Alex The Analyst Show Episode 4,Long
8SolrjsGqzE,45929,1522,717,1680.0,2020,9,24,Thursday,15:29:17,Self Taught vs Boot Camp vs Degree Alex The Analyst Show Episode 3,Long
SKsjWzzz4mY,14923,619,82,224.0,2020,9,22,Tuesday,13:03:29,Top 5 Reasons Youll Be a Good Data Analyst,Short
Z2AachB309o,418522,12161,3820,2454.0,2020,9,10,Thursday,13:16:00,How I Changed Careers to Become a Data Analyst Alex The Analyst Show Episode 2,Long
_gP-DH0iZLw,44802,1316,73,173.0,2020,9,8,Tuesday,14:15:55,Top 5 Reasons Data Analytics is a Good Career Choice,Short
-Inc1be4zSg,22544,711,85,1624.0,2020,9,3,Thursday,15:38:28,The Hiring Process from an Interviewers Perspective Alex The Analyst Show Episode 1,Long
CsMh7Ykmnw4,12598,212,119,237.0,2020,9,1,Tuesday,12:29:45,Top 5 Reasons Not to Lie on Your Resume,Short
ho2vzKPAD50,3137,101,43,3738.0,2020,8,29,Saturday,14:37:52,Live Data Analyst QA 3,Long
5MZo2RoS8Yo,131872,4659,270,522.0,2020,8,20,Thursday,13:46:16,Data Analyst Career Path How to Become a Data Analyst What to Do Next,Medium
M2ySRYpo9S0,927779,19742,1047,318.0,2020,8,12,Wednesday,14:52:19,Top 5 Reasons Not to Become a Data Analyst,Medium
ncXgqGePvwI,35388,581,93,346.0,2020,8,5,Wednesday,13:14:01,Data Analyst Bootcamps Are They Worth It,Medium
ywZXpfdqg1o,1067480,20465,515,258.0,2020,7,29,Wednesday,13:48:00,What Does a Data Analyst Actually Do,Short
IqQCBytyATo,5011,180,67,349.0,2020,7,22,Wednesday,14:35:55,Data Analyst Question and Answer Answering Your YouTube Questions,Medium
MpIi4HtCiVk,55525,1390,159,402.0,2020,7,15,Wednesday,14:00:20,Scraping Data Off Twitter Using Python Twitterscraper NLP Data Visualization,Medium
G4syHs3M82E,796851,19951,592,280.0,2020,7,3,Friday,14:17:52,Data Analyst vs Business Analyst Which Is Right For You,Short
appOFpF2pFg,58173,2758,95,299.0,2020,6,23,Tuesday,13:55:50,Best Free Online Courses for Data Analysts,Short
B2SPC3Wz1R8,189209,9593,426,525.0,2020,6,17,Wednesday,14:57:22,Best Online Courses for Data Analysts,Medium
fUpChfNN5Uo,797565,24400,862,467.0,2020,6,10,Wednesday,15:49:15,Data Scientist vs Data Analyst Which Is Right For You,Medium
Dk7he_yEs4U,156851,4106,105,372.0,2020,6,4,Thursday,14:00:10,Intermediate SQL Tutorial Aliasing,Medium
LJtFgnHGAos,12352,271,54,3105.0,2020,5,31,Sunday,13:54:38,Data Analyst QA LIVE,Long
ziurEoqEcO4,27924,862,27,337.0,2020,5,27,Wednesday,15:13:50,Data Analyst Interviews Salary Negotiation,Medium
rLKC--8UYSw,79393,1887,36,469.0,2020,5,20,Wednesday,14:03:02,Data Analyst Interview Questions What To Say vs What NOT To Say,Medium
sua7xKN0cPc,136060,3456,112,482.0,2020,5,13,Wednesday,15:00:26,SQL Interview Questions and Answers for Beginners Data Analyst Interview Questions,Medium
fweZQqB0nwQ,87151,1706,60,464.0,2020,5,6,Wednesday,15:20:18,Data Analyst Interview Questions Phone InPerson Interview Questions,Medium
oXAwKZWfbW0,15545,521,52,415.0,2020,4,23,Thursday,13:08:33,Day in the Life of a Data Analyst Fortune 500 Edition During Quarantine,Medium
bhnrIforc7s,160309,3540,142,277.0,2020,4,16,Thursday,12:58:52,Intermediate SQL Tutorial UpdatingDeleting Data,Short
tYBOMw7Ob8E,195212,4947,92,211.0,2020,4,9,Thursday,16:01:02,Intermediate SQL Tutorial Having Clause,Short
Twusw__OzA8,319762,7612,439,446.0,2020,4,2,Thursday,15:16:37,Intermediate SQL Tutorial Case Statement Use Cases,Medium
lYKkro6rKm0,277914,5278,115,325.0,2020,3,26,Thursday,16:51:37,Intermediate SQL Tutorial Unions Union Operator,Medium
9URM1_2S0ho,573932,9469,476,953.0,2020,3,19,Thursday,15:40:58,Intermediate SQL Tutorial InnerOuter Joins Use Cases,Medium
qzZU6LAtIig,126701,2585,261,260.0,2020,3,11,Wednesday,13:44:54,Day in the Life of a Data Analyst Fortune 500 Edition,Short
LXwfzIRD-Ds,342660,8353,235,489.0,2020,3,3,Tuesday,15:06:36,SQL Basics Tutorial For Beginners Group By Order By Statements 44,Medium
A9TOuDZTPDU,361044,6218,156,478.0,2020,3,2,Monday,16:01:01,SQL Basics Tutorial For Beginners Where Statement 34,Medium
PyYgERKq25I,527045,7525,307,374.0,2020,3,1,Sunday,17:02:28,SQL Basics Tutorial For Beginners Select From Statements 24,Medium
RSlqWnP-Dy8,1481461,18768,2057,577.0,2020,3,1,Sunday,00:50:38,SQL Basics Tutorial For Beginners Installing SQL Server Management Studio and Create Tables 14,Medium
9o9loJpG-t4,26086,853,162,454.0,2020,2,26,Wednesday,15:11:22,Data Analyst Fact Check 84k Average Starting Salary The Career Force 2020 Data Analyst Salary,Medium
Lacbh0VoT3g,27351,557,41,1070.0,2020,2,24,Monday,16:34:51,Data Analyst Resume Reviewing YOUR Data Analyst Resumes,Medium
oZKs2xMbXQE,8318,159,26,224.0,2020,2,19,Wednesday,15:43:59,Data Analyst Salary in 2020,Short
N8f7NtDpbxA,15211,648,39,360.0,2020,2,14,Friday,18:03:34,Working With a Recruiter to Land Your First Job as a Data Analyst LinkedIn Recruiters,Medium
wcKzdRVsMOw,50946,1827,252,251.0,2020,2,11,Tuesday,15:03:18,Switching Careers to Become a Data Analyst How I Made the Switch,Short
Ns-8Jsa3mEM,126981,3613,104,678.0,2020,2,6,Thursday,16:00:52,Data Analyst Resume Complete Guide To Creating A Data Analyst Resume Tips Templates Examples,Medium
4rfr6A3lO-Y,82626,1780,63,453.0,2020,1,30,Thursday,14:07:55,Data Analyst Resume Reviewing My Resume Fortune 500 Data Analyst,Medium
OTq2NRy_AGs,16068,432,23,350.0,2020,1,25,Saturday,16:38:39,Working at a Big Company Vs Small Company Told by a Fortune 500 Data Analyst,Medium
ya28cb3zFGE,66384,2247,220,303.0,2020,1,23,Thursday,03:16:09,Data Analyst Salary 100k with No Experience,Medium
Hsi2BG0SOiQ,9853,356,20,345.0,2020,1,21,Tuesday,03:52:15,Truth About Big Companies Told by a Fortune 500 Data Analyst,Medium
6lQzbk6_OTw,31408,1485,141,160.0,2020,1,17,Friday,14:31:39,Top 3 Data Analyst Skills in 2020,Short
